mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-2	4/4	1	0	firstMeasure					2
2	2	-2	4/4	1	0						3
3	3	-2	4/4	1	0						4, 5
4	4	-2	4/4	1	0	endRepeat	1				1
5	4	-2	4/4	1	0		2			1	6
6	5	-2	4/4	1	0	startRepeat					7
7	6	-2	4/4	1	0						8
8	7	-2	4/4	1	0						9
9	8	-2	4/4	1	0						10
10	9	-2	4/4	1	0						11
11	10	-2	4/4	1	0						12
12	11	-2	4/4	1	0						13
13	12	-2	4/4	1	0						14
14	13	-2	4/4	1	0						15
15	14	-2	4/4	1	0						16
16	15	-2	4/4	1	0						17
17	16	-2	4/4	1	0	endRepeat					6, -1
