mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	2/2	2	1	g.i					g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.5	0.0
1	0	1/4	3/4	2/2	2	1	V					g	i		V	V							M	1	1	2, 6, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
2	1	0	0	2/2	2	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.5	0.0
2	1	1/4	1/4	2/2	2	1	i6					g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.5	0.0
2	1	1/2	1/2	2/2	2	1	iio6					g	i		iio6	ii	o	6					o	1	1	0, -3, 3		3	0	0	2	0.0	0.0	0.5	0.0
2	1	3/4	3/4	2/2	2	1	V					g	i		V	V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.5	0.0
3	2	0	0	2/2	2	1	VI					g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	2	3	0.4	0.25	0.75	0.25
3	2	1/2	1/2	2/2	2	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0	0	1	2	0.3333333333333333	0.125	0.375	0.25
3	2	3/4	3/4	2/2	2	1	iio					g	i		iio	ii	o						o	1	1	3, 0, -3		3	3	0	4	0.0	0.0	0.5	0.0
4	3	0	0	2/2	2	1	i6					g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	2	0.3333333333333333	0.125	0.375	0.25
4	3	1/4	1/4	2/2	2	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	0.5	0.0
4	3	1/2	1/2	2/2	2	1	#viio(2)					g	i		#viio(2)	#vii	o		2				o	1	1	1, 3, 0		6	1	0	4	0.0	0.0	0.5	0.0
