mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	4/4	2	1	Eb.I						Eb	I		I	I							M	0	0	-3, 1, -2		-3.0	-3.0	7	8	0.4666666666666667	0.4375	0.875	0.3333333333333333
2	1	3/8	3/8	4/4	2	1	viio6						Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2.0	-1.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
2	1	1/2	1/2	4/4	2	1	I						Eb	I		I	I							M	0	0	-3, 1, -2		-3.0	-3.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
2	1	3/4	3/4	4/4	2	1	V6						Eb	I		V6	V		6					M	0	0	2, -1, -2		-2.0	2.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
3	2	0	0	4/4	2	1	I						Eb	I		I	I							M	0	0	-3, 1, -2		-3.0	-3.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	2	1/8	1/8	4/4	2	1	I64						Eb	I		I64	I		64					M	0	0	-2, -3, 1		-3.0	-2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	2	1/4	1/4	4/4	2	1	I6						Eb	I		I6	I		6					M	0	0	1, -2, -3		-3.0	1.0	0	3	0.0	0.0	0.25	0.0
3	2	3/8	3/8	4/4	2	1	V7						Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2.0	-2.0	0	3	0.0	0.0	0.25	0.0
3	2	1/2	1/2	4/4	2	1	I						Eb	I		I	I							M	0	0	-3, 1, -2		-3.0	-3.0	0	2	0.0	0.0	0.1875	0.0
3	2	9/16	9/16	4/4	2	1	vi6						Eb	I		vi6	vi		6					m	0	0	-3, 1, 0		0.0	-3.0	1	3	0.25	0.0625	0.25	0.2
3	2	3/4	3/4	4/4	2	1	vi						Eb	I		vi	vi							m	0	0	0, -3, 1		0.0	0.0	2	4	0.3333333333333333	0.125	0.375	0.25
4	3	0	0	4/4	2	1	V/V						Eb	I		V/V	V				V			M	0	0	-1, 3, 0		-1.0	-1.0	4	5	0.4444444444444444	0.25	0.5	0.3333333333333333
4	3	1/2	1/2	4/4	2	1	vii6						Eb	I		vii6	vii		6					m	0	0	-1, 3, 2		2.0	-1.0	1	4	0.2	0.0625	0.3125	0.16666666666666666
4	3	3/4	3/4	4/4	2	1	vii						Eb	I		vii	vii							m	0	0	2, -1, 3		2.0	2.0	2	4	0.3333333333333333	0.125	0.375	0.25
5	4	0	0	4/4	2	1	iii						Eb	I		iii	iii							m	0	0	1, -2, 2		1.0	1.0	3	6	0.3333333333333333	0.1875	0.5625	0.25
5	4	1/2	1/2	4/4	2	1	I						Eb	I		I	I							M	0	0	-3, 1, -2		-3.0	-3.0	1	4	0.2	0.0625	0.3125	0.16666666666666666
5	4	3/4	3/4	4/4	2	1	I6						Eb	I		I6	I		6					M	0	0	1, -2, -3		-3.0	1.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
5	4	7/8	7/8	4/4	2	1	V						Eb	I		V	V							M	0	0	-2, 2, -1		-2.0	-2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	5	0	0	4/4	2	1	vi						Eb	I		vi	vi							m	0	0	0, -3, 1		0.0	0.0	0	3	0.0	0.0	0.25	0.0
6	5	1/8	1/8	4/4	2	1	V						Eb	I		V	V							M	0	0	-2, 2, -1		-2.0	-2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	5	1/4	1/4	4/4	2	1	viio/V						Eb	I		viio/V	vii	o			V			o	0	0	3, 0, -3		3.0	3.0	2	4	0.3333333333333333	0.125	0.375	0.25
6	5	1/2	1/2	4/4	2	1	V6						Eb	I		V6	V		6					M	0	0	2, -1, -2		-2.0	2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	5	5/8	5/8	4/4	2	1	V						Eb	I		V	V							M	0	0	-2, 2, -1		-2.0	-2.0	2	5	0.2857142857142857	0.125	0.375	0.25
6	5	7/8	7/8	4/4	2	1	V/V						Eb	I		V/V	V				V			M	0	0	-1, 3, 0		-1.0	-1.0	0	3	0.0	0.0	0.25	0.0
7	6	0	0	4/4	2	1	V\\				1.0		Eb	I		V	V						\\	M	0	0	-2, 2, -1		-2.0	-2.0	2	3	0.4	0.125	0.625	0.16666666666666666
7	6	1/4	1/4	4/4	2	1	V43				1.0		Eb	I		V43	V		43					Mm7	0	0	-1, -4, -2, 2		-2.0	-1.0	1	3	0.25	0.0625	0.1875	0.25
8	6	0	0	4/4	2	1	V\\				2.0		Eb	I		V	V						\\	M	0	0	-2, 2, -1		-2.0	-2.0	4	9	0.3076923076923077	0.25	1.5	0.14285714285714285
10	7	0	0	4/4	2	1	I						Eb	I		I	I							M	0	0	-3, 1, -2		-3.0	-3.0	2	3	0.4	0.125	0.375	0.25
10	7	1/4	1/4	4/4	2	1	V7/vi						Eb	I		V7/vi	V		7		vi			Mm7	0	0	1, 5, 2, -1		1.0	1.0	1	4	0.2	0.0625	0.3125	0.16666666666666666
10	7	1/2	1/2	4/4	2	1	vi						Eb	I		vi	vi							m	0	0	0, -3, 1		0.0	0.0	0	3	0.0	0.0	0.25	0.0
10	7	5/8	5/8	4/4	2	1	#viio2/vi						Eb	I		#viio2/vi	#vii	o	2		vi			o7	0	0	-4, 5, 2, -1		5.0	-4.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
