mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	9/8	6/4	2	1	G.I6					G	I		I6	I		6					M	0	0	5, 2, 1		1.0	5.0	0	2	0.0	0.0	0.375	0.0
2	1	0	0	6/4	2	1	I					G	I		I	I							M	0	0	1, 5, 2		1.0	1.0	1	2	0.3333333333333333	0.0	0.875	0.0
2	1	1/2	1/2	6/4	2	1	I6					G	I		I6	I		6					M	0	0	5, 2, 1		1.0	5.0	0	1	0.0	0.0	0.25	0.0
2	1	3/4	3/4	6/4	2	1	I					G	I		I	I							M	0	0	1, 5, 2		1.0	1.0	0	2	0.0	0.0	0.75	0.0
2	1	9/8	9/8	6/4	2	1	viio					G	I		viio	vii	o						o	0	0	6, 3, 0		6.0	6.0	0	2	0.0	0.0	0.25	0.0
2	1	5/4	5/4	6/4	2	1	I					G	I		I	I							M	0	0	1, 5, 2		1.0	1.0	0	5	0.0	0.0	0.5	0.0
3	2	0	0	6/4	2	1	viio					G	I		viio	vii	o						o	0	0	6, 3, 0		6.0	6.0	0	4	0.0	0.0	1.875	0.0
3	2	3/4	3/4	6/4	2	1	V					G	I		V	V							M	0	0	2, 6, 3		2.0	2.0	0	3	0.0	0.0	1.125	0.0
3	2	9/8	9/8	6/4	2	1	I64					G	I		I64	I		64					M	0	0	2, 1, 5		1.0	2.0	0	3	0.0	0.0	0.375	0.0
3	2	5/4	5/4	6/4	2	1	ii6				viio64	G	I		ii6	ii		6					m	0	0	0, 4, 3		3.0	0.0	0	3	0.0	0.0	0.75	0.0
4	3	0	0	6/4	2	1	I6(2)					G	I		I6(2)	I		6	2				M	0	0	5, 2, 3		1.0	5.0	0	3	0.0	0.0	0.875	0.0
4	3	1/4	1/4	6/4	2	1	vi7					G	I		vi7	vi		7					mm7	0	0	4, 1, 5, 2		4.0	4.0	0	3	0.0	0.0	0.875	0.0
4	3	1/2	1/2	6/4	2	1	IV					G	I		IV	IV							M	0	0	0, 4, 1		0.0	0.0	0	2	0.0	0.0	0.5	0.0
4	3	3/4	3/4	6/4	2	1	viio6(2)					G	I		viio6(2)	vii	o	6	2				o	0	0	3, 0, 1		6.0	3.0	1	5	0.16666666666666666	0.0625	0.8125	0.07142857142857142
4	3	1	1	6/4	2	1	V7					G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	2	5	0.2857142857142857	0.25	1.125	0.18181818181818182
5	4	0	0	6/4	2	1	I					G	I		I	I							M	0	0	1, 5, 2		1.0	1.0	0	3	0.0	0.0	1.375	0.0
5	4	1/4	1/4	6/4	2	1	I6					G	I		I6	I		6					M	0	0	5, 2, 1		1.0	5.0	1	1	0.5	0.125	0.25	0.3333333333333333
5	4	1/2	1/2	6/4	2	1	I64					G	I		I64	I		64					M	0	0	2, 1, 5		1.0	2.0	0	2	0.0	0.0	0.5	0.0
5	4	3/4	3/4	6/4	2	1	I					G	I		I	I							M	0	0	1, 5, 2		1.0	1.0	6	14	0.3	0.4375	2.75	0.13725490196078433
6	5	3/4	3/4	6/4	2	1	V2/V					G	I		V2/V	V		2		V			Mm7	0	0	1, 3, 7, 4		3.0	1.0	1	8	0.1111111111111111	0.0625	1.9375	0.03125
6	5	5/4	5/4	6/4	2	1	V6					G	I		V6	V		6					M	0	0	6, 3, 2		2.0	6.0	2	2	0.5	0.1875	0.3125	0.375
7	6	0	0	6/4	2	1	#viio6/vi					G	I		#viio6/vi	#vii	o	6		vi			o	0	0	6, 3, 9		9.0	6.0	2	3	0.4	0.125	0.375	0.25
7	6	1/4	1/4	6/4	2	1	#viio7/vi					G	I		#viio7/vi	#vii	o	7		vi			o7	0	0	9, 6, 3, 0		9.0	9.0	1	4	0.2	0.0625	0.4375	0.125
7	6	1/2	1/2	6/4	2	1	V7/vi					G	I		V7/vi	V		7		vi			Mm7	0	0	5, 9, 6, 3		5.0	5.0	1	3	0.25	0.0625	0.4375	0.125
7	6	3/4	3/4	6/4	2	1	vi					G	I		vi	vi							m	0	0	4, 1, 5		4.0	4.0	2	4	0.3333333333333333	0.125	0.9375	0.11764705882352941
7	6	9/8	9/8	6/4	2	1	viio/V					G	I		viio/V	vii	o			V			o	0	0	7, 4, 1		7.0	7.0	2	6	0.25	0.125	0.625	0.16666666666666666
8	7	0	0	6/4	2	1	V6(11)/V					G	I		V6(11)/V	V		6	11	V			M	0	0	7, 4, 3	2	3.0	7.0	4	4	0.5	1.0	1.125	0.47058823529411764
8	7	1/2	1/2	6/4	2	1	V6					G	I		V6	V		6					M	0	0	6, 3, 2		2.0	6.0	1	2	0.3333333333333333	0.125	0.375	0.25
8	7	3/4	3/4	6/4	2	1	V6(11)/V					G	I		V6(11)/V	V		6	11	V			M	0	0	7, 4, 3	2	3.0	7.0	2	1	0.6666666666666666	0.5	0.25	0.6666666666666666
8	7	1	1	6/4	2	1	IVM7/V					G	I		IVM7/V	IV	M	7		V			MM7	0	0	1, 5, 2, 6		1.0	1.0	0	3	0.0	0.0	0.75	0.0
8	7	5/4	5/4	6/4	2	1	V/V					G	I		V/V	V				V			M	0	0	3, 7, 4		3.0	3.0	0	3	0.0	0.0	0.75	0.0
9	8	0	0	6/4	2	1	V					G	I		V	V							M	0	0	2, 6, 3		2.0	2.0	0	5	0.0	0.0	2.75	0.0
9	8	1/2	1/2	6/4	2	1	V6					G	I		V6	V		6					M	0	0	6, 3, 2		2.0	6.0	0	1	0.0	0.0	0.25	0.0
9	8	3/4	3/4	6/4	2	1	V\\					G	I		V	V						\\	M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	1.5	0.0
10	8	0	9/8	6/4	2	1	V6					G	I		V6	V		6					M	0	0	6, 3, 2		2.0	6.0	0	2	0.0	0.0	0.375	0.0
11	9	0	0	6/4	2	1	V					G	I		V	V							M	0	0	2, 6, 3		2.0	2.0	0	2	0.0	0.0	0.875	0.0
11	9	1/2	1/2	6/4	2	1	V6					G	I		V6	V		6					M	0	0	6, 3, 2		2.0	6.0	0	1	0.0	0.0	0.25	0.0
11	9	3/4	3/4	6/4	2	1	V2					G	I		V2	V		2					Mm7	0	0	0, 2, 6, 3		2.0	0.0	2	3	0.4	0.25	1.5	0.14285714285714285
11	9	5/4	5/4	6/4	2	1	viio64	-1	-5	/		G	I		viio64	vii	o	64					o	0	0	0, 6, 3		6.0	0.0	0	2	0.0	0.0	0.5	0.0
12	10	0	0	6/4	2	1	I6					G	I		I6	I		6					M	0	0	5, 2, 1		1.0	5.0	0	13	0.0	0.0	3.625	0.0
12	10	3/4	3/4	6/4	2	1	V2/IV					G	I		V2/IV	V		2		IV			Mm7	0	0	-1, 1, 5, 2		1.0	-1.0	2	6	0.25	0.25	2.25	0.1
12	10	5/4	5/4	6/4	2	1	viio64/IV	0	-8	/		G	I		viio64/IV	vii	o	64		IV			o	0	0	-1, 5, 2		5.0	-1.0	0	2	0.0	0.0	0.5	0.0
13	11	0	0	6/4	2	1	V7/ii					G	I		V7/ii	V		7		ii			Mm7	0	0	4, 8, 5, 2		4.0	4.0	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
13	11	1/4	1/4	6/4	2	1	VI/ii					G	I		VI/ii	VI				ii			M	0	0	-1, 3, 0		-1.0	-1.0	1	3	0.25	0.0625	0.6875	0.08333333333333333
13	11	1/2	1/2	6/4	2	1	ii%65/ii					G	I		ii%65/ii	ii	%	65		ii			%7	0	0	2, -1, 3, 5		5.0	2.0	0	4	0.0	0.0	1.0	0.0
13	11	3/4	3/4	6/4	2	1	V(4)/ii					G	I		V(4)/ii	V			4	ii			M	0	0	4, 3, 5		4.0	4.0	2	5	0.2857142857142857	0.125	2.125	0.05555555555555555
13	11	5/4	5/4	6/4	2	1	V/ii					G	I		V/ii	V				ii			M	0	0	4, 8, 5		4.0	4.0	0	3	0.0	0.0	0.75	0.0
14	12	0	0	6/4	2	1	ii					G	I		ii	ii							m	0	0	3, 0, 4		3.0	3.0	0	3	0.0	0.0	1.625	0.0
14	12	1/4	1/4	6/4	2	1	ii64					G	I		ii64	ii		64					m	0	0	4, 3, 0		3.0	4.0	1	1	0.5	0.125	0.25	0.3333333333333333
14	12	1/2	1/2	6/4	2	1	ii6					G	I		ii6	ii		6					m	0	0	0, 4, 3		3.0	0.0	0	2	0.0	0.0	0.5	0.0
14	12	3/4	3/4	6/4	2	1	ii					G	I		ii	ii							m	0	0	3, 0, 4		3.0	3.0	2	5	0.2857142857142857	0.3125	0.6875	0.3125
