mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	2/2	2	1	E.I[I	E	I	I	I	I							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.75	0.0
1	0	1/4	3/4	2/2	2	1	IV	E	I	I	IV	IV							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	1.25	0.0
2	1	1/4	1/4	2/2	2	1	viio6	E	I	I	viio6	vii	o	6					o	0	0	6, 3, 9		9	6	1	4	0.2	0.25	0.75	0.25
2	1	5/8	5/8	2/2	2	1	I6	E	I	I	I6	I		6					M	0	0	8, 5, 4		4	8	0	2	0.0	0.0	0.25	0.0
2	1	3/4	3/4	2/2	2	1	viio64	E	I	I	viio64	vii	o	64					o	0	0	3, 9, 6		9	3	1	4	0.2	0.25	1.0	0.2
3	2	1/4	1/4	2/2	2	1	I]	E	I	I	I	I							M	0	0	4, 8, 5		4	4	0	5	0.0	0.0	1.5	0.0
3	2	3/4	3/4	2/2	2	1	V65	E	I		V65	V		65					Mm7	0	0	9, 6, 3, 5		5	9	1	3	0.25	0.0625	0.4375	0.125
4	3	0	0	2/2	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	1.25	0.0
4	3	1/4	1/4	2/2	2	1	V64	E	I		V64	V		64					M	0	0	6, 5, 9		5	6	1	3	0.25	0.0625	0.4375	0.125
4	3	1/2	1/2	2/2	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	2	0.0	0.0	0.5	0.0
4	3	3/4	3/4	2/2	2	1	ii6	E	I		ii6	ii		6					m	0	0	3, 7, 6		6	3	1	4	0.2	0.0625	0.6875	0.08333333333333333
5	4	0	0	2/2	2	1	V	E	I		V	V							M	0	0	5, 9, 6		5	5	1	3	0.25	0.125	0.875	0.125
5	4	1/4	1/4	2/2	2	1	V64	E	I		V64	V		64					M	0	0	6, 5, 9		5	6	2	2	0.5	0.1875	0.3125	0.375
5	4	1/2	1/2	2/2	2	1	I[I	E	I	I	I	I							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.75	0.0
5	4	3/4	3/4	2/2	2	1	IV	E	I	I	IV	IV							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	1.25	0.0
6	5	1/4	1/4	2/2	2	1	viio6	E	I	I	viio6	vii	o	6					o	0	0	6, 3, 9		9	6	1	4	0.2	0.25	0.75	0.25
6	5	5/8	5/8	2/2	2	1	I6	E	I	I	I6	I		6					M	0	0	8, 5, 4		4	8	0	2	0.0	0.0	0.25	0.0
6	5	3/4	3/4	2/2	2	1	viio64	E	I	I	viio64	vii	o	64					o	0	0	3, 9, 6		9	3	1	4	0.2	0.25	1.0	0.2
7	6	1/4	1/4	2/2	2	1	I]	E	I	I	I	I							M	0	0	4, 8, 5		4	4	1	3	0.25	0.125	0.625	0.16666666666666666
7	6	1/2	1/2	2/2	2	1	ii65/V	E	I		ii65/V	ii		65		V			mm7	0	0	4, 8, 5, 7		7	4	0	4	0.0	0.0	1.0	0.0
7	6	3/4	3/4	2/2	2	1	ii7/V	E	I		ii7/V	ii		7		V			mm7	0	0	7, 4, 8, 5		7	7	2	3	0.4	0.1875	0.3125	0.375
8	7	0	0	2/2	2	1	V6	E	I		V6	V		6					M	0	0	9, 6, 5		5	9	0	4	0.0	0.0	1.0	0.0
8	7	1/4	1/4	2/2	2	1	V	E	I		V	V							M	0	0	5, 9, 6		5	5	2	3	0.4	0.1875	0.3125	0.375
8	7	1/2	1/2	2/2	2	1	V(64)/V	E	I		V(64)/V	V			64	V			M	0	0	6, 5, 9		6	6	0	3	0.0	0.0	0.75	0.0
8	7	3/4	3/4	2/2	2	1	V/V	E	I		V/V	V				V			M	0	0	6, 10, 7		6	6	1	3	0.25	0.125	0.625	0.16666666666666666
9	8	0	0	2/2	2	1	V\\	E	I		V	V						\\	M	0	0	5, 9, 6		5	5	0	6	0.0	0.0	2.5	0.0
10	8	1/4	3/4	2/2	2	1	viio64	E	I		viio64	vii	o	64					o	0	0	3, 9, 6		9	3	0	5	0.0	0.0	1.5	0.0
11	9	1/4	1/4	2/2	2	1	I6(9)	E	I		I6(9)	I		6	9				M	0	0	8, 5, 4	6	4	8	1	2	0.3333333333333333	0.125	0.375	0.25
11	9	1/2	1/2	2/2	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.75	0.0
11	9	5/8	5/8	2/2	2	1	V64	E	I		V64	V		64					M	0	0	6, 5, 9		5	6	0	2	0.0	0.0	0.25	0.0
11	9	3/4	3/4	2/2	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.5	0.0
12	10	0	0	2/2	2	1	IV(97)	E	I		IV(97)	IV			97				M	0	0	3, 7, 4	5, 8	3	3	0	3	0.0	0.0	1.25	0.0
12	10	1/4	1/4	2/2	2	1	IV(9)	E	I		IV(9)	IV			9				M	0	0	3, 7, 4	5	3	3	0	1	0.0	0.0	0.25	0.0
12	10	1/2	1/2	2/2	2	1	viio	E	I		viio	vii	o						o	0	0	9, 6, 3		9	9	1	3	0.25	0.125	0.625	0.16666666666666666
12	10	3/4	3/4	2/2	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	2	6	0.25	0.25	1.25	0.16666666666666666
13	11	1/4	1/4	2/2	2	1	viio6	E	I		viio6	vii	o	6					o	0	0	6, 3, 9		9	6	1	3	0.25	0.125	0.625	0.16666666666666666
13	11	1/2	1/2	2/2	2	1	viio64	E	I		viio64	vii	o	64					o	0	0	3, 9, 6		9	3	0	3	0.0	0.0	0.5	0.0
13	11	5/8	5/8	2/2	2	1	V7/vi	E	I		V7/vi	V		7		vi			Mm7	0	0	8, 12, 9, 6		8	8	0	2	0.0	0.0	0.25	0.0
13	11	3/4	3/4	2/2	2	1	ii7	E	I		ii7	ii		7					mm7	0	0	6, 3, 7, 4		6	6	0	4	0.0	0.0	0.75	0.0
14	12	0	0	2/2	2	1	V/vi	E	I		V/vi	V				vi			M	0	0	8, 12, 9		8	8	1	3	0.25	0.125	0.875	0.125
14	12	1/4	1/4	2/2	2	1	V2/vi	E	I		V2/vi	V		2		vi			Mm7	0	0	6, 8, 12, 9		8	6	1	3	0.25	0.0625	0.4375	0.125
14	12	1/2	1/2	2/2	2	1	#viio7/ii	E	I		#viio7/ii	#vii	o	7		ii			o7	0	0	11, 8, 5, 2		11	11	0	4	0.0	0.0	1.25	0.0
15	13	0	0	2/2	2	1	iio/ii	E	I		iio/ii	ii	o			ii			o	0	0	8, 5, 2		8	8	0	4	0.0	0.0	1.25	0.0
15	13	1/2	1/2	2/2	2	1	V7/ii	E	I		V7/ii	V		7		ii			Mm7	0	0	7, 11, 8, 5		7	7	0	3	0.0	0.0	0.5	0.0
15	13	3/4	3/4	2/2	2	1	V/ii	E	I		V/ii	V				ii			M	0	0	7, 11, 8		7	7	0	2	0.0	0.0	0.5	0.0
16	14	0	0	2/2	2	1	ii	E	I		ii	ii							m	0	0	6, 3, 7		6	6	1	3	0.25	0.125	1.125	0.1
16	14	1/4	1/4	2/2	2	1	ii6	E	I		ii6	ii		6					m	0	0	3, 7, 6		6	3	1	1	0.5	0.125	0.125	0.5
16	14	1/2	1/2	2/2	2	1	ii64	E	I		ii64	ii		64					m	0	0	7, 6, 3		6	7	1	3	0.25	0.125	0.875	0.125
16	14	3/4	3/4	2/2	2	1	ii43	E	I		ii43	ii		43					mm7	0	0	7, 4, 6, 3		6	7	0	3	0.0	0.0	0.5	0.0
17	15	0	0	2/2	2	1	vii%7	E	I		vii%7	vii	%	7					%7	0	0	9, 6, 3, 7		9	9	0	4	0.0	0.0	1.0	0.0
17	15	1/4	1/4	2/2	2	1	V7	E	I		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	0	3	0.0	0.0	0.5	0.0
17	15	1/2	1/2	2/2	2	1	viio6	E	I		viio6	vii	o	6					o	0	0	6, 3, 9		9	6	1	4	0.2	0.125	0.625	0.16666666666666666
17	15	3/4	3/4	2/2	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	0.75	0.0
18	16	0	0	2/2	2	1	V	E	I		V	V							M	0	0	5, 9, 6		5	5	1	3	0.25	0.125	0.875	0.125
18	16	1/4	1/4	2/2	2	1	V64	E	I		V64	V		64					M	0	0	6, 5, 9		5	6	2	2	0.5	0.1875	0.3125	0.375
18	16	1/2	1/2	2/2	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.75	0.0
18	16	3/4	3/4	2/2	2	1	IV64	E	I		IV64	IV		64					M	0	0	4, 3, 7		3	4	0	5	0.0	0.0	1.25	0.0
19	17	1/4	1/4	2/2	2	1	V7/IV	E	I		V7/IV	V		7		IV			Mm7	0	0	4, 8, 5, 2		4	4	0	2	0.0	0.0	0.5	0.0
19	17	1/2	1/2	2/2	2	1	#viio7/ii	E	I		#viio7/ii	#vii	o	7		ii			o7	0	0	11, 8, 5, 2		11	11	0	4	0.0	0.0	1.0	0.0
19	17	3/4	3/4	2/2	2	1	V65/ii	E	I		V65/ii	V		65		ii			Mm7	0	0	11, 8, 5, 7		7	11	0	1	0.0	0.0	0.25	0.0
20	18	0	0	2/2	2	1	ii	E	I		ii	ii							m	0	0	6, 3, 7		6	6	2	3	0.4	0.25	0.75	0.25
20	18	1/4	1/4	2/2	2	1	ii6	E	I		ii6	ii		6					m	0	0	3, 7, 6		6	3	2	2	0.5	0.25	0.25	0.5
20	18	1/2	1/2	2/2	2	1	ii65	E	I		ii65	ii		65					mm7	0	0	3, 7, 4, 6		6	3	0	4	0.0	0.0	1.0	0.0
20	18	3/4	3/4	2/2	2	1	ii7	E	I		ii7	ii		7					mm7	0	0	6, 3, 7, 4		6	6	2	3	0.4	0.1875	0.3125	0.375
21	19	0	0	2/2	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	4	0.0	0.0	1.25	0.0
21	19	1/4	1/4	2/2	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	2	3	0.4	0.1875	0.3125	0.375
21	19	1/2	1/2	2/2	2	1	V(64)	E	I		V(64)	V			64				M	0	0	5, 4, 8		5	5	0	2	0.0	0.0	0.5	0.0
21	19	3/4	3/4	2/2	2	1	V	E	I		V	V							M	0	0	5, 9, 6		5	5	1	3	0.25	0.125	0.625	0.16666666666666666
22	20	0	0	2/2	2	1	I\\	E	I		I	I						\\	M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	1.5	0.0
