mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	1/8	1/8	6/8	2	1	e.V				e	i		V	V							M	1	1	5, 9, 6		5	5	0	2	0.0	0.0	0.25	0.0
1	1	3/8	3/8	6/8	2	1	i				e	i		i	i							m	1	1	4, 1, 5		4	4	0	1	0.0	0.0	0.125	0.0
1	1	1/2	1/2	6/8	2	1	iv				e	i		iv	iv							m	1	1	3, 0, 4		3	3	1	3	0.25	0.0625	0.1875	0.25
2	2	0	0	6/8	2	1	#viio				e	i		#viio	#vii	o						o	1	1	9, 6, 3		9	9	0	3	0.0	0.0	0.375	0.0
2	2	3/8	3/8	6/8	2	1	V7				e	i		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	0	5	0.0	0.0	0.375	0.0
3	3	0	0	6/8	2	1	i6				e	i		i6	i		6					m	1	1	1, 5, 4		4	1	3	5	0.375	0.1875	0.4375	0.3
3	3	3/8	3/8	6/8	2	1	i				e	i		i	i							m	1	1	4, 1, 5		4	4	4	7	0.36363636363636365	0.25	0.5	0.3333333333333333
4	4	0	0	6/8	2	1	#viio6/v				e	i		#viio6/v	#vii	o	6		v			o	1	1	7, 4, 10		10	7	3	6	0.3333333333333333	0.1875	0.5625	0.25
4	4	3/8	3/8	6/8	2	1	V65/v				e	i		V65/v	V		65		v			Mm7	1	1	10, 7, 4, 6		6	10	3	8	0.2727272727272727	0.1875	0.5625	0.25
5	5	0	0	6/8	2	1	v				e	i		v	v							m	1	1	5, 2, 6		5	5	4	5	0.4444444444444444	0.25	0.5	0.3333333333333333
5	5	3/8	3/8	6/8	2	1	i6				e	i		i6	i		6					m	1	1	1, 5, 4		4	1	4	5	0.4444444444444444	0.25	0.5	0.3333333333333333
6	6	0	0	6/8	2	1	iv64				e	i		iv64	iv		64					m	1	1	4, 3, 0		3	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	6	1/8	1/8	6/8	2	1	iv				e	i		iv	iv							m	1	1	3, 0, 4		3	3	3	3	0.5	0.1875	0.3125	0.375
6	6	3/8	3/8	6/8	2	1	ii%2				e	i		ii%2	ii	%	2					%7	1	1	4, 6, 3, 0		6	4	1	8	0.1111111111111111	0.0625	0.6875	0.08333333333333333
7	7	0	0	6/8	2	1	#viio				e	i		#viio	#vii	o						o	1	1	9, 6, 3		9	9	1	2	0.3333333333333333	0.0625	0.1875	0.25
7	7	1/8	1/8	6/8	2	1	V7				e	i		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	1	7	0.125	0.0625	0.6875	0.08333333333333333
7	7	3/8	3/8	6/8	2	1	i				e	i		i	i							m	1	1	4, 1, 5		4	4	1	3	0.25	0.0625	0.3125	0.16666666666666666
7	7	1/2	1/2	6/8	2	1	iv7				e	i		iv7	iv		7					mm7	1	1	3, 0, 4, 1		3	3	2	6	0.25	0.125	0.375	0.25
8	8	0	0	6/8	2	1	#viio				e	i		#viio	#vii	o						o	1	1	9, 6, 3		9	9	1	2	0.3333333333333333	0.0625	0.1875	0.25
8	8	1/8	1/8	6/8	2	1	iio				e	i		iio	ii	o						o	1	1	6, 3, 0		6	6	2	6	0.25	0.125	0.625	0.16666666666666666
8	8	3/8	3/8	6/8	2	1	V7				e	i		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	3	10	0.23076923076923078	0.1875	0.8125	0.1875
9	9	0	0	6/8	2	1	i6				e	i		i6	i		6					m	1	1	1, 5, 4		4	1	4	4	0.5	0.25	0.25	0.5
9	9	1/4	1/4	6/8	2	1	i				e	i		i	i							m	1	1	4, 1, 5		4	4	0	4	0.0	0.0	0.25	0.0
9	9	3/8	3/8	6/8	2	1	IV				e	i		IV	IV							M	1	1	3, 7, 4		3	3	4	8	0.3333333333333333	0.25	0.5	0.3333333333333333
10	10	0	0	6/8	2	1	VII6				e	i		VII6	VII		6					M	1	1	6, 3, 2		2	6	4	4	0.5	0.25	0.25	0.5
10	10	1/4	1/4	6/8	2	1	VII				e	i		VII	VII							M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	0.25	0.0
10	10	3/8	3/8	6/8	2	1	III				e	i		III	III							M	1	1	1, 5, 2		1	1	4	8	0.3333333333333333	0.25	0.5	0.3333333333333333
11	11	0	0	6/8	2	1	iio6/v				e	i		iio6/v	ii	o	6		v			o	1	1	4, 1, 7		7	4	4	4	0.5	0.25	0.25	0.5
11	11	1/4	1/4	6/8	2	1	iio/v				e	i		iio/v	ii	o			v			o	1	1	7, 4, 1		7	7	0	4	0.0	0.0	0.25	0.0
11	11	3/8	3/8	6/8	2	1	V/v				e	i		V/v	V				v			M	1	1	6, 10, 7		6	6	4	4	0.5	0.25	0.25	0.5
